Agency_Aliases,entity_name,Website,Address,Email,Phone,TTY,TollFree,Government_Branch,Parent_Agency,Related_Agency,Agency_Image,in_corpus,first_hit,match,entity_type,crawlers,num_mentions,information
ACF,Administration for Children and Families,https://www.acf.hhs.gov/,"330 C St., SW 
Washington, DC 20201",  ,1-202-401-9200,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,Office of Child Support Enforcement;Administration for Native Americans;Office of Refugee Resettlement,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,PAM 525-27.json,Administration for Children and Families,org,,,
ACL,Administration for Community Living,https://acl.gov/,"One Massachusetts Ave., NW 
Washington, DC 20201",  ,1-202-619-0724,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 42 - ch7to7A_Secs301to1400v.json,the Administration for Community Living,org,,,
AHRQ,Agency for Healthcare Research and Quality,https://www.ahrq.gov/,"Office of Communications and Knowledge Transfer 
540 Gaither Rd., Suite 2000 
Rockville, MD 20850",  ,1-301-427-1104,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 26.json,Agency for Healthcare Research and Quality,org,,,
CDC,Centers for Disease Control and Prevention,https://www.cdc.gov/,"1600 Clifton Rd. 
Atlanta, GA 30329",  ,  ,1-888-232-6348,1-800-232-4636,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,Agency for Toxic Substances and Disease Registry;National Institute of Occupational Safety and Health;National Prevention Information Network,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/US_CDC_logo.svg/1000px-US_CDC_logo.svg.png,True,OPNAVINST 4061.4.json,the Centers for Disease Control and Prevention,org,,,
CMS,Centers for Medicare and Medicaid Services,https://www.cms.gov/,"Office of External Affairs 
7500 Security Blvd. 
Baltimore, MD 21244",  ,  ,1-877-486-2048,1-800-633-4227;1-800-447-8477 ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,False,None,None,org,,,
OCR,"Office for Civil Rights, United States Department of Health and Human Services",https://www.hhs.gov/ocr/index.html,"Filing Complaints with OCR 
200 Independence Ave., SW 
Room 509F, HHH Building 
Washington, DC 20201",OCRMail@hhs.gov,  ,1-800-537-7697,1-800-368-1019,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,False,None,None,org,,,
FDA,Food and Drug Administration,https://www.fda.gov/,"10903 New Hampshire Ave. 
Silver Spring, MD 20993",  ,  ,  ,1-888-463-6332,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,Center for Food Safety and Applied Nutrition,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,DoDI 6440.02 CH 1.json,Food and Drug Administration,org,,,
Health Resources and Services Administration,Health Resources and Services Administration,https://www.hrsa.gov/,"5600 Fishers Lane 
Rockville, MD 20857",ask@hrsa.gov,  ,1-877-489-4772,1-888-275-4772,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 42 - ch7to7A_Secs301to1400v.json,the Health Resources and Services Administration,org,,,
HIS,Indian Health Service,https://www.ihs.gov/,"801 Thompson Ave. 
Suite 400 
Rockville, MD 20852",  ,1-301-443-3593,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 26.json,the Indian Health Service,org,,,
Office of Minority Health,Office of Minority Health,https://minorityhealth.hhs.gov/,"Tower Oaks Building 
1101 Wootton Parkway, Suite 600 
Rockville, MD 20852",  ,1-240-453-2882,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 42 - ch1to6A_Secs1to300m.json,the Office of Minority Health,org,,,
NCI,National Cancer Institute,https://www.cancer.gov/,"9609 Medical Center Drive 
Rockville, MD 20850",NCIinfo@nih.gov,  ,  ,1-800-422-6237,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,NAVMED P-5055.json,the National Cancer Institute,org,,,
NHIC,National Health Information Center,https://health.gov/our-work/health-literacy/resources/national-health-information-center,"1101 Wooten Parkway 
Suite LL100 
Rockville, MD 20852",info@nhic.org,  ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,Title 42 - ch1to6A_Secs1to300m.json,the National Health Information Center,org,,,
NIH,National Institutes of Health,https://www.nih.gov/,"9000 Rockville Pike 
Bethesda, MD 20892",  ,1-301-496-4000,1-301-402-9612,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,"National Institute of Mental Health;National Institute of Arthritis, Musculoskeletal and Skin Diseases;National Heart, Lung, and Blood Institute;National Institute of General Medical Sciences;National Institute of Diabetes and Digestive and Kidney Diseases;National Institute of Deafness and Other Communication Disorders;National Institute of Neurological Disorders and Stroke;National Eye Institute;Substance Abuse and Mental Health Services Administration",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,True,OMBM M-16-02.json,National Institutes of Health,org,,,
PCFSN,"President''s Council on Fitness, Sports and Nutrition",https://www.hhs.gov/fitness/index.html,"1101 Wootton Pkwy. 
Department W Tower Bldg., Suite 560 
Rockville, MD 20852","
fitness@hhs.gov","
1-240-276-9567",  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Health and Human Services,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg/1000px-Seal_of_the_United_States_Department_of_Health_and_Human_Services.svg.png,False,None,None,org,,,
USCIS,United States Citizenship and Immigration Services,https://www.uscis.gov/,"Information and Customer Service Division 
111 Massachusetts Ave., NW 
MS 2260 
Washington, DC 20529-2260",  ,  ,1-800-767-1833,1-800-375-5283;1-877-247-4645,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,DoDI 1341.09.json,the United States Citizenship and Immigration Services,org,,,
USCG; Coast Guard,United States Coast Guard,https://www.uscg.mil/,  ,  ,1-703-313-5800 ,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,National Response Center,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,DoDI 1000.04.json,the United States Coast Guard,org,,,
USCERT;CERT,Computer Emergency Readiness Team,https://us-cert.cisa.gov/,"Mailstop: 0635 
245 Murray Lane SW, Building 410 
Washington, DC 20598",info@us-cert.gov,1-703-235-5110,  ,1-888-282-0870,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,OMBM M-12-20.json,Computer Emergency Readiness Team,org,,,
CBP,Customs and Border Protection,https://www.cbp.gov/,"1300 Pennsylvania Ave., NW 
Washington, DC 20229",  ,1-202-325-8000,1-866-880-6582,1-877-227-5511,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,AFI 24-605V2.json,Customs and Border Protection,org,,,
CISA,Cybersecurity and Infrastructure Security Agency,https://www.cisa.gov/,"Cybersecurity and Infrastructure Security Agency, Stop 0380 
Department of Homeland Security 
245 Murray Lane 
Washington, DC 20528-0380",ciocccustomerservice@cisa.dhs.gov,1-202-282-9201,  ,1-888-282-0870,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,Title 41.json,the Cybersecurity and Infrastructure Security Agency,org,,,
FEMA,Federal Emergency Management Agency,https://www.fema.gov/,"500 C St., SW 
Washington, DC 20472",  ,1-202-646-2500,1-800-462-7585,1-800-621-3362,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,National Flood Insurance Program;Fire Administration,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,FORTITUDINE VOL 30 NO 4.json,the Federal Emergency Management Agency,org,,,
FLETC,Federal Law Enforcement Training Center,https://www.fletc.gov/,"1131 Chapel Crossing Rd. 
Glynco, GA 31524",  ,1-912-267-2100,  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,AFMAN 32-7003.json,the Federal Law Enforcement Training Center,org,,,
Federal Protective Service,Federal Protective Service,https://www.dhs.gov/topic/federal-protective-service,  ,  ,1-202-282-8000,1-202-282-8000,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,OMBM M-20-23.json,Federal Protective Service,org,,,
ICE,Immigration and Customs Enforcement,https://www.ice.gov/,"500 12th St., SW 
Washington, DC 20024",  ,1-802-872-6199,1-802-872-6196,1-866-347-2423,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,AFI 36-4003.json,Immigration and Customs Enforcement,org,,,
Secret Service,Secret Service,https://www.secretservice.gov/,"245 Murray Lane 
Washington, DC 20223",  ,"
1-202-406-5708",  ,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,A BRIEF HISTORY OF THE 10TH MARINES.json,the Secret Service,org,,,
TSA,Transportation Security Administration,https://www.tsa.gov/,  ,tsa-contactcenter@dhs.gov,  ,  ,1-866-289-9673,Executive Department Sub-Office/Agency/Bureau,United States Department of Homeland Security,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Seal_of_the_United_States_Department_of_Homeland_Security.svg/1000px-Seal_of_the_United_States_Department_of_Homeland_Security.svg.png,True,AFPAM 10-219V3.json,Transportation Security Administration,org,,,
CPD,Office of Community Planning and Development,https://www.hud.gov/program_offices/comm_planning,"451 7th St., SW 
Washington, DC 20410",  ,1-202-708-1112,1-202-708-1455,  ,"
Executive Department Sub-Office/Agency/Bureau",United States Department of Housing and Urban Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,True,Title 34.json,the Office of Community Planning and Development,org,,,
FHEO,Office of Fair Housing and Equal Opportunity,https://www.hud.gov/program_offices/fair_housing_equal_opp,"451 7th St., SW 
Washington, DC 20410",  ,1-202-708-1112,1-202-708-1455,  ,Executive Department Sub-Office/Agency/Bureau,United States Department of Housing and Urban Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,True,AR 420-1.json,Office of Fair Housing and Equal Opportunity,org,,,
Ginnie Mae,Government National Mortgage Association,https://www.ginniemae.gov/pages/default.aspx,"451 7th St., SW 
Room B-133 
Washington, DC 20410",  ,1-202-708-1535,  ,1-888-446-6434;1-800-234-4662 ,Executive Department Sub-Office/Agency/Bureau,United States Department of Housing and Urban Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,True,Title 26.json,the Government National Mortgage Association,org,,,
MHS,Office of Manufactured Housing Programs,https://www.hud.gov/program_offices/housing/rmra/mhs/mhshome,"Office of Deputy Assistant Secretary for Regulatory Affairs and Manufactured Housing 
451 7th St., SW 
Room 9164 
Washington, DC 20410-8000",mhs@hud.gov,1-202-708-1112,1-202-708-1455,1-800-927-2891,Executive Department Sub-Office/Agency/Bureau,United States Department of Housing and Urban Development,  ,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg/1000px-Seal_of_the_United_States_Department_of_Housing_and_Urban_Development.svg.png,False,None,None,org,,,
