doc,pop_score
SECNAVINST 12810.2A.pdf,2
AFI 65-107.pdf,2
TC 21-24.pdf,2
MCO 12250.3.pdf,2
CFETP 3E6X1.pdf,2
MILPERSMAN 1320-314.pdf,2
CFETP 3F2X1.pdf,2
ICPG 906.1.pdf,2
OPNAVINST 3501.177B.pdf,2
AFI 36-2907.pdf,2
IR,2
FAR Part 13.html,2
OPNAVINST 3501.136C.pdf,2
CNGBI 6001.00.pdf,2
CNGBI 6000.01B.pdf,2
DFAR SUBPART 253.2.html,2
Catalog of Caring,2
ARMY DIR 2019-29.pdf,2
AR 210-22.pdf,2
OPNAVINST 5350.6D.pdf,2
EO 14027.pdf,2
OPNAVINST 3500.38B Chapter 3 CH-1.pdf,2
H.R 260 IH 117th.pdf,2
H.R 2826 IH 117th.pdf,2
ATP 3-39.30.pdf,2
AFGM 2021-36-01.pdf,2
AFPD 31-1.pdf,2
ICPG 900.3.pdf,2
DoDD 5250.01 CH 1.pdf,2
AFMAN 11-2HH-60V3CL-1.pdf,2
Defense Acquisition Streamlining and Transparency Act.pdf,2
ADB382858.pdf,2
DoDI 1400.25 Volume 1406 CH 1.pdf,2
AFPD 32-20.pdf,2
QTP 24-3-L124.pdf,2
DoDI 5160.68 CH 2.pdf,2
PAM 25-40.pdf,2
SECNAVINST 5370.7E.pdf,2
DoDD 5160.65 CH 2.pdf,2
DoDM 4160.21 Volume 4 CH 3.pdf,2
Records and Information Management Guidance in DoD 7000.14-R Financial Management Regulation V1 Chapter 9.pdf,2
AFPD 91-2.pdf,2
AFI 34-225.pdf,2
Bridge Action Reduction Measures and Reporting Requirement.pdf,2
AFGM 2020-36-01_dup1.pdf,1
Framework for the Deputy&#039;s Management Action Group (DMAG).pdf,1
Potential for Lapse in Funding (January 2018).pdf,1
MCO 5200.26B.pdf,1
Directors Message (ODAM).pdf,1
DoDI 6130.05 CH 2.pdf,1
CIM 1510.2.pdf,1
MCO 1650.61.pdf,1
DCG VOL 59 PGS 691-917.pdf,1
S.Res. 147 IS 117th.pdf,1
MCO 12920.1B.pdf,1
PAM 25-2-1.pdf,1
OPNAVINST 3501.363B.pdf,1
Establishment of the Director of Administration Organization within ODCMO.pdf,1
NAVMC 4000.4A.pdf,1
MCO 5311.1E.pdf,1
EO 14043.pdf,1
DHA-PI-7000.01-Patient-Travel  .pdf,1
MCO 5216.20B.pdf,1
MCO 3502.8A.pdf,1
CI 5410.2.pdf,1
DoDM 1325.07 CH 3.pdf,1
OPNAVNOTE 5400.2005.pdf,1
EDAPDF-27ed58dd-781d-4e85-b732-f03ca4783c6f-HC104718D2005-HC102820F2000-empty-empty-PDS-2020-08-11.pdf,1
AFI 11-207.pdf,1
H.R. 1581 IH 117th.pdf,1
S. 223 IS 117th.pdf,1
AFI 38-206.pdf,1
DoDD 5515.03.pdf,1
AR 195-3.pdf,1
AFJQS 8A300.pdf,1
DoDI 6025.19 CH 1.pdf,1
SECNAVINST 4380.9.pdf,1
Extension for Mandatory OPSEC Training.pdf,1
STRENGTHENING OPERATIONS SECURITY AND PREVENTING UNAUTHORIZED DISCLOSURES Final.pdf,1
MCRP 3-30.7.pdf,1
CFETP 2A3X5C3.pdf,1
ICD 701.pdf,1
CI 12570.5A.pdf,1
H.R 6395 ENR 116th.pdf,1
DoDD 4270.05 CH 1.pdf,1
AR 405-80.pdf,1
AGO 1948-63.pdf,1
MCO 5710.8.pdf,1
CFETP 2A7X1.pdf,1
TB MED 531.pdf,1
Establishment of a Residual Risk Task Force.pdf,1
S. 2555 IS 117th.pdf,1
Mobile Device Restrictions in the Pentagon.pdf,1
OSD Migration to DoD Enterprise Email.pdf,1
AFI 13-213.pdf,1
Information Technology Service Management in the DoD.pdf,1
DoDFMR V9CHDef.pdf,1
CJCSI 3213.01D.pdf,1
AR 621-8.pdf,1
MCO 3571.2H.pdf,1
EO 13231.pdf,1
MCO 4790.18C.pdf,1
NGAI 4640.2(2021-07-30_11-33-46_72796)_20210730155534.pdf,1
ADB407548.pdf,1
DoDD 1440.1 CH 3.pdf,1
MCRP 10-10E.1.pdf,1
SORN E9-17151.pdf,1
SORN 2020-14655.pdf,1
SORN 05-23128.pdf,1
MCO 3120.13.pdf,1
SORN 2015-03012.pdf,1
DoDI 1332.14 CH 5.pdf,1
MCO 5090.2.pdf,1
AFI 24-605V4.pdf,1
ADB394476.pdf,1
Deadline for Migrating Office Info Tech Workstations to DoD MS Windows 10 Secure Host Baseline.pdf,1
Actions to Improve Racial and Ethnic Diversity and Inclusion in the U.S. Military.pdf,1
SORN 2021-08286.pdf,1
SORN 2021-03453.pdf,1
AFPD 11-4.pdf,1
SORN 95-20417.pdf,1
AFMAN 13-204V4.pdf,1
ARMY DIR 2021-02.pdf,1
Annual Report of Intelligence and Security Training Education and Certification (2017).pdf,1
CJCSI 5119.01C,1
DoDI 5111.19 CH 1.pdf,1
OPNAVINST 5239.4.pdf,1
MCO 5530.13.pdf,1
Establishment of Defense Executive Committee (2014).pdf,1
MCO P4030.19J.pdf,1
DoDI 5505.18 CH 2.pdf,1
H.R 1929 IH 117th.pdf,1
DoDD 3115.16 CH 2.pdf,1
DoDD 2310.01E CH 2.pdf,1
DoDI 5145.03 CH 1.pdf,1
DoDI 1341.08 CH 1.pdf,1
AI 119.pdf,1
QTP 24-3-C129.pdf,1
DoDD 5525.21 CH 1.pdf,1
HAFMD 1-36.pdf,1
DoDI 3305.14 CH 2.pdf,1
Executive Support for the Defense Senior Leader Development Program and the Executive Leadership Development Program.pdf,1
PAM 381-20.pdf,1
MCO 3821.2.pdf,1
Listing of Addressees and Addressing DoD Memorandums (122121).pdf,1
AFMAN 11-212.pdf,1
DoDI 6490.16 CH 2.pdf,1
DoDFMR V11ACH2.pdf,1
OPNAVINST 3501.355B.pdf,1
DoDI 8520.02.pdf,1
NGAI 7410.6(2021-07-30_11-33-24_2298)_20210730155122.pdf,1
"SEC DEF Memo, Delegation of Sec Def Authority Pursuant to Title 10 USC Section 2341, 11 7 2018 OCR.pdf",1
FM 2-22.3.pdf,1
"USDM Mission Realignment of Operational Contract Support and Vendor Threat Mitigation, 1 29 2019 OCR.pdf",1
Implementation Plan for the DoD Strategy for Operations in the Information Environment.pdf,1
Transfer of Mission Lead for DoD Cybersecurity Culture and Compliance Initiative.pdf,1
NAVMC 1402.05.pdf,1
DoDI 6000.13 CH 1.pdf,1
DoDI 5000.92.pdf,1
Appointment of the DoD Senior Official Charged with Overseeing Insider Threat Efforts.pdf,1
Guidance on Activating the National Guard Reserve and IRR for Coronavirus Disease Response.pdf,1
DoDI 1235.09 CH 1.pdf,1
Implementation of Civilian Workforce Hiring Freeze (February 2017).pdf,1
FY 2017-2021 Program and Budget Review Issue Nomination Adjudication.pdf,1
EO 13290.pdf,1
OPNAVINST 1550.13.pdf,1
DoDD 5200.31E CH 1.pdf,1
ADB283108.pdf,1
Establishment of the United States Space Force.pdf,1
Reassignment of Defense Business Enterprise Architecture and Information Systems Portfolio Management Functions to DMDC.pdf,1
AFPD 36-27.pdf,1
HOI 36-15.pdf,1
CJCSI 8510.01C.pdf,1
CFETP 1U0X1.pdf,1
AD1039166.pdf,1
OPNAVINST 3400.11.pdf,1
AD1064483.pdf,1
AD1021590.pdf,1
AJP 5.pdf,1
OPNAVINST 3120.35L.pdf,1
ATP 4-42.pdf,1
AR 27-20.pdf,1
CCN 4121.pdf,1
CNGBI 8100.01.pdf,1
OPNAVINST 4700.8K.pdf,1
AFPD 52-1.pdf,1
OMBM M-12-08.pdf,1
DoDI 6420.01 CH 3.pdf,1
DoDM 3025.01 Volume 2 CH 1.pdf,1
CJCSI 5140.01B.pdf,1
MCO 5580.2B.pdf,1
DoDFMR V9CH1.pdf,1
DAFI 10-706.pdf,1
CFETP 2A3X3.pdf,1
NGAI 5205.5 Vol 1(2021-07-30_11-33-55_34033)_20210730155013.pdf,1
DoDD 5111.11.pdf,1
DoDI 3100.12.pdf,1
DoDI 8560.01.pdf,1
CFETP 1N3X1XC1.pdf,1
USAR PAM 55-1.pdf,1
NAVMC 3500.16B.pdf,1
ATP 3-17.2.pdf,1
AI 99 CH 1.pdf,1
DoDD 5160.05E CH 2.pdf,1
DAFI 52-105.pdf,1
TC 3-21.5.pdf,1
Facility Sustainment and Recapitalization Policy Implementing Guidance.pdf,1
AJP 6.pdf,1
DAFPM 2021-36-04.pdf,1
AFI 16-701.pdf,1
CNGBI 0700.00.pdf,1
AFMAN 32-3001.pdf,1
MILPERSMAN 1306-991.pdf,1
AFMAN 23-125_IP.pdf,1
(U--FOUO) Designation of the Secretary of the Army as the DoD Executive Agent.pdf,1
Synchronizing Counter-Small Unmanned Aircraft Systems.pdf,1
AMovP 6.4.pdf,1
CIM 16000.7B.pdf,1
CJCSI 3155.01B.pdf,1
BUMEDINST 5450.243.pdf,1
MCO 3400.11.pdf,1
AFI 44-172.pdf,1
"JSI 2220.01,, 1 16 2015 OCR.pdf",1
Civilian Personnel Guidance Calendar Year 2020 Waiver of Pay Limitations for Certain Employees.pdf,1
DoDI 1300.27.pdf,1
AEDP 18.pdf,1
DAFI 48-107V1.pdf,1
DoDD 3025.14 CH 1.pdf,1
Travel Restrictions Publication COVID-19 Travel Restrictions Installation Status Update May 26 2021.pdf,1
CIM 5351.3.pdf,1
DoDM 4140.26 Volume 1.pdf,1
Transition-Related Civilian Honorary Awards and Military Decorations and Awards.pdf,1
ADB410856.pdf,1
DoDD 4165.06 CH 1.pdf,1
AFTTP 3-42.7.pdf,1
OPNAVINST 5450.343.pdf,1
DoDI 4540.05 CH 4.pdf,1
CJCSI 3520.02C.pdf,1
FM 4-0.pdf,1
AFI 36-3026V2.pdf,1
AFI 25-202.pdf,1
NAVMC 3500.55C.pdf,1
DoDFMR V10CH10.pdf,1
DoDM 1000.13 Volume 2 CH 1.pdf,1
DCIO IE Architecture Approval,1
H.Res 228 IH 117th.pdf,1
Title 50 Appendix.pdf,1
Approval of the Joint Information Environment Tactical Mission Partner Environment,1
ICD 108.pdf,1
Promotion Selection Board Guidance Final.pdf,1
H.R. 3016 IH 117th.pdf,1
NGAI 8400.4(2021-07-30_11-33-40_79084)_20210730155149.pdf,1
MCO 5230.22.pdf,1
ICD 707.pdf,1
NGAI 8120.1(2021-07-30_11-33-47_15094)_20210730155156.pdf,1
AFI 40-701.pdf,1
DoDI 5205.10 CH 1.pdf,1
NGAI 1000.4(2021-07-30_11-33-41_50231)_20210730155437.pdf,1
DoDD 6420.02.pdf,1
CIM 12711.4A.pdf,1
AFI 36-701.pdf,1
DoDI 7000.14.pdf,1
ANEP 94.pdf,1
NGAI 7260.1(2021-07-30_11-32-46_68027)_20210730155126.pdf,1
NGAM 1455.1(2021-07-30_11-33-23_78249)_20210730155235.pdf,1
ICD 731.pdf,1
NGAI 3000.1(2021-07-30_11-33-18_31395)_20210730155522.pdf,1
NGAI 5600.2(2021-07-30_11-32-54_72793)_20210730155101.pdf,1
DHA-PI 5025.01,1
ATP 99.pdf,1
AFMAN 11-2MC-130HV3CL-5.pdf,1
DoDI 1400.25 Volume 1100 CH 1.pdf,1
DoDI 1400.25 Volume 885.pdf,1
EO 13197.pdf,1
BUMEDINST 3501.1A.pdf,1
AFMAN 36-2655.pdf,1
Supp Guidance for Providing DoD COVID19 Vaccines to DoD Contractor Employees and Select Foreign Nationals.pdf,1
AFMAN 11-2MC-130HV3.pdf,1
MILPERSMAN 1220-300.pdf,1
Offers of Donation from Private Industry to the DoD in support of the Coronavirus Disease 2019 Response.pdf,1
DoDI 5400.14.pdf,1
MCO 3550.9.pdf,1
DCG VOL 53 PGS 67-156.pdf,1
1993,1
DCG VOL 67 PGS 503-551.pdf,1
BUPERSINST 12410.25A.pdf,1
CJCSI 5128.01.pdf,1
S 235 IS 117th.pdf,1
EO 13401.pdf,1
Feedback on Diversity and Inclusion in the Military  FOD Final.pdf,1
DoDI 6205.02.pdf,1
Disestablishment of the DCMO and Establishment of the Chief Management Officer.pdf,1
FAR Subpart 4.16.html,1
Travel Restrictions Travel Restrictions for DOD Components in Response to Coronavirus Disease 2019 March 11 2020.pdf,1
DFAR SUBPART 246.8.html,1
DoDFMR V1CH2.pdf,1
OMBM M-18-21.pdf,1
DoDI 5530.03.pdf,1
QTP 4N0X1-12.pdf,1
S.J.Res. 7 IS 117th.pdf,1
DoDI 5230.09.pdf,1
AR 600-63.pdf,1
SECNAVINST 1301.4B.pdfnull,1
AFI 24-602V1.pdf,1
DoDI 3608.11.pdf,1
DoD Principles on Mission Effectiveness and Spectrum Efficiency.pdf,1
DoDI 5535.10 CH 1.pdf,1
DoDI 1400.25 Volume 1251.pdf,1
DoD Implementation of Presidential Policy Directive 26 (PPD-26).pdf,1
FM 4-40.pdf,1
NAVMC 3500.63_dup1.pdf,1
Partial Mobilization (World Trade Center and Pentagon Attacks) and Redelegation of Authority.pdf,1
S. 2590 IS 117th.pdf,1
CJCSI 5721.01E.pdf,1
DoDI 5000.74 CH 1.pdf,1
DoDI 6055.16 CH 3.pdf,1
H.R. 3613 IH 117th.pdf,1
AFMAN 11-409.pdf,1
DoDI 1342.24.pdf,1
ATP 2-01.3.pdf,1
BUPERSINST 5530.3.pdf,1
AFI 10-503.pdf,1
DoDI 7041.04 CH 1.pdf,1
ARMY DIR 2017-15.pdf,1
CFETP 2W1X1.pdf,1
DoDI 1100.22 CH 1.pdf,1
S. 2610 PCS 117th.pdf,1
FM 1-05.pdf,1
AFMAN 11-2EC-130JV2.pdf,1
FAR Subpart 30.4.html,1
ARMY DIR 2018-10.pdf,1
AFI 36-706.pdf,1
DoDI 8130.01 CH 3.pdf,1
OPNAVINST 4000.35N.pdf,1
AFI 71-101V1.pdf,1
OPNAVINST 1120.11A.pdf,1
QTP 4P0X1-10.pdf,1
AR 770-3.pdf,1
DAFMAN 10-703.pdf,1
Approval of Additional Force of the Future Initiatives.pdf,1
OPNAVINST 4600.24E.pdf,1
AFI 36-3207.pdf,1
NAVSUP P486.pdf,1
DoDI 6025.27.pdf,1
Delegated Examinging Recruitment Policy.pdf,1
AR 40-562.pdf,1
MCRP 3-25A.pdf,1
DoDI 1400.25 Volume 630 CH 2.pdf,1
OPNAVINST 1300.15B.pdf,1
DoDI 3200.12 CH 3.pdf,1
AGO 1997-19.pdf,1
STP 11-25L13-SM-TG.pdf,1
USAR REG 750-1.pdf,1
Military-Service-by-Transgender-Persons-and-Persons-with-Gender-Dysphoria ,1
MILPERSMAN 1301-207.pdf,1
OMBM M-04-07.pdf,1
DFAR SUBPART 232.70.html,1
Establishment of Military Intelligence Disclosure Policy Committee (MIDPC).pdf,1
Organizing the DoD to Provide Quick Reaction Capabilities.pdf,1
"Tasking of the Chief, Defense Executive Liaison Divison.pdf",1
Appointment of the Special Assistant to the SD and DSD for Compartmented Activities (Verga).pdf,1
National Defense Strategy Implementation Mission Capability of Critical Aviation Platforms.pdf,1
DoDM 4120.24 CH 2.pdf,1
Terms of Reference -- Major Headquarters Reductions.pdf,1
DAFPM 2021-36-03.pdf,1
FAR Part 42.html,1
AFI 11-201.pdf,1
DoD 3305.13 CH 1.pdf,1
Implementation of PPD19,1
CJCSI 3505.01D.pdf,1
DoDM 4160.28 Volume 3 CH 2.pdf,1
DoDD 3600.01 CH 1.pdf,1
PAM 30-22.pdf,1
DoDI 5210.84 CH 1.pdf,1
MCBUL 4440.pdf,1
DoDI 1300.19.pdf,1
CJCSN 4130.01.pdf,1
Updated DoD Conference Guidance (2015).pdf,1
AFI 32-9004.pdf,1
OMBM M-06-26.pdf,1
PAM 600-8-14.pdf,1
AFI 10-202.pdf,1
CFETP 2T3X7.pdf,1
AFMAN 11-246.pdf,1
CJCSM 5760.01A Vol II.pdf,1
H.R 387 IH 117th.pdf,1
H.R 2384 IH 117th.pdf,1
Fiscal Year (FY) 2021 Standard Fuel Price Change.pdf,1
BUPERSINST 1301.40C.pdf,1
DTM-21-003.pdf,1
DoDI 5400.04.pdf,1
DoD 4140.26-M Volume 2 CH 5.pdf,1
H.J.Res. 7 IH 117th.pdf,1
Programming Guidance for FY 19-23 Program Objective Memorandum (POM19).pdf,1
OPNAVINST 3500.38B Chapter 4 PT 3.pdf,1
DoDI 6430.02.pdf,1
DHA-PI 4165.01,1
DoDD 4151.18 CH 1.pdf,1
Directive-Type Memorandum 18-005,1
OPNAVINST 3501.176D.pdf,1
CFETP 4Y0X1.pdf,1
2010 Departmental Focus on Efficiency (Info Paper).pdf,1
AMedP 1.11.pdf,1
NGAI 1060.1(2021-07-30_11-33-51_23815)_20210730155429.pdf,1
AFTTP 3-2.4.pdf,1
AFMAN 38-102.pdf,1
STANAG 3833.pdf,1
Immediate Need to Increase DoD Expeditionary Civilian Fills in Afghanistan.pdf,1
DoDFMR V8CH10.pdf,1
DoDD 4650.05 CH 2.pdf,1
DAFMAN 14-401.pdf,1
AR 500-5.pdf,1
CJCSI 6250.01F.pdf,1
Temporary Realignment of a DISES Allocation to NGA (Clayton).pdfnull,1
DoDI 1120.11.pdf,1
Principal Deputy Under Secretary of Defense for Intelligence (Lettre).pdf,1
DAFI 36-2903.pdf,1
